Pipeline,FromActivity,FromSequence,FromParent,ToActivity,ToSequence,ToParent,Conditions,SequenceFlow,SameContainer,FromExecutionStage,ToExecutionStage
PL_Load_SFDC_RecordType,CD_IncrementalRecords,2,,ArchiveIncrLoad,3,,Succeeded,2→3,Yes,4,5
PL_Load_SFDC_RecordType,ArchiveIncrLoad,3,,Delete File,4,,Succeeded,3→4,Yes,5,6
PL_Load_SFDC_RecordType,CD_Synapse_staging,9,,Delete File,4,,Succeeded,9→4,Yes,5,6
PL_Load_SFDC_RecordType,Set TableName,5,,Set FileName,6,,Succeeded,5→6,Yes,0,1
PL_Load_SFDC_RecordType,Set TableName,5,,Set ArchiveFileName,7,,Succeeded,5→7,Yes,0,1
PL_Load_SFDC_RecordType,Set TableName,5,,Set ArchiveFolder,8,,Succeeded,5→8,Yes,0,1
PL_Load_SFDC_RecordType,CD_IncrementalRecords,2,,CD_Synapse_staging,9,,Succeeded,2→9,Yes,4,5
PL_Load_SFDC_RecordType,CD_Synapse_staging,9,,CD_Synapse_ReportingTable,10,,Succeeded,9→10,Yes,5,6
PL_Load_SFDC_RecordType,OLD_WATERMARK,1,,Set SourceQuery,11,,Succeeded,1→11,Yes,2,3
PL_Load_SFDC_RecordType,OLD_WATERMARK,1,,Set StagingQuery,12,,Succeeded,1→12,Yes,2,3
PL_Load_SFDC_Task,Set ArchiveFolder,8,,OLD_WATERMARK,1,,Succeeded,8→1,Yes,1,2
PL_Load_SFDC_Task,Set ArchiveFileName,7,,OLD_WATERMARK,1,,Succeeded,7→1,Yes,1,2
PL_Load_SFDC_Task,Set FileName,6,,OLD_WATERMARK,1,,Succeeded,6→1,Yes,1,2
PL_Load_SFDC_Task,Set StagingQuery,12,,CD_IncrementalRecords,2,,Succeeded,12→2,Yes,3,4
PL_Load_SFDC_Task,Set SourceQuery,11,,CD_IncrementalRecords,2,,Succeeded,11→2,Yes,3,4
PL_Load_SFDC_Task,CD_IncrementalRecords,2,,ArchiveIncrLoad,3,,Succeeded,2→3,Yes,4,5
PL_Load_SFDC_Task,ArchiveIncrLoad,3,,Delete File,4,,Succeeded,3→4,Yes,5,6
PL_Load_SFDC_Task,CD_Synapse_staging,9,,Delete File,4,,Succeeded,9→4,Yes,5,6
PL_Load_SFDC_Task,Set TableName,5,,Set FileName,6,,Succeeded,5→6,Yes,0,1
PL_Load_SFDC_Task,Set TableName,5,,Set ArchiveFileName,7,,Succeeded,5→7,Yes,0,1
PL_Load_SFDC_Task,Set TableName,5,,Set ArchiveFolder,8,,Succeeded,5→8,Yes,0,1
PL_Load_SFDC_Task,CD_IncrementalRecords,2,,CD_Synapse_staging,9,,Succeeded,2→9,Yes,4,5
PL_Load_SFDC_Task,CD_Synapse_staging,9,,CD_Synapse_ReportingTable,10,,Succeeded,9→10,Yes,5,6
PL_Load_SFDC_Task,OLD_WATERMARK,1,,Set SourceQuery,11,,Succeeded,1→11,Yes,2,3
PL_Load_SFDC_Task,OLD_WATERMARK,1,,Set StagingQuery,12,,Succeeded,1→12,Yes,2,3
PL_Load_SFDC_Case,Set ArchiveFolder,8,,OLD_WATERMARK,1,,Succeeded,8→1,Yes,1,2
PL_Load_SFDC_Case,Set ArchiveFileName,7,,OLD_WATERMARK,1,,Succeeded,7→1,Yes,1,2
PL_Load_SFDC_Case,Set FileName,6,,OLD_WATERMARK,1,,Succeeded,6→1,Yes,1,2
PL_Load_SFDC_Case,Set StagingQuery,12,,CD_IncrementalRecords,2,,Succeeded,12→2,Yes,3,4
PL_Load_SFDC_Case,Set SourceQuery,11,,CD_IncrementalRecords,2,,Succeeded,11→2,Yes,3,4
PL_Load_SFDC_Case,CD_IncrementalRecords,2,,ArchiveIncrLoad,3,,Succeeded,2→3,Yes,4,5
PL_Load_SFDC_Case,ArchiveIncrLoad,3,,Delete File,4,,Succeeded,3→4,Yes,5,6
PL_Load_SFDC_Case,CD_Synapse_staging,9,,Delete File,4,,Succeeded,9→4,Yes,5,6
PL_Load_SFDC_Case,Set TableName,5,,Set FileName,6,,Succeeded,5→6,Yes,0,1
PL_Load_SFDC_Case,Set TableName,5,,Set ArchiveFileName,7,,Succeeded,5→7,Yes,0,1
PL_Load_SFDC_Case,Set TableName,5,,Set ArchiveFolder,8,,Succeeded,5→8,Yes,0,1
PL_Load_SFDC_Case,CD_IncrementalRecords,2,,CD_Synapse_staging,9,,Succeeded,2→9,Yes,4,5
PL_Load_SFDC_Case,CD_Synapse_staging,9,,CD_Synapse_ReportingTable,10,,Succeeded,9→10,Yes,5,6
PL_Load_SFDC_Case,OLD_WATERMARK,1,,Set SourceQuery,11,,Succeeded,1→11,Yes,2,3
PL_Load_SFDC_Case,OLD_WATERMARK,1,,Set StagingQuery,12,,Succeeded,1→12,Yes,2,3
PL_Load_SFDC_Order_Lines,Set ArchiveFolder,8,,OLD_WATERMARK,1,,Succeeded,8→1,Yes,1,2
PL_Load_SFDC_Order_Lines,Set ArchiveFileName,7,,OLD_WATERMARK,1,,Succeeded,7→1,Yes,1,2
PL_Load_SFDC_Order_Lines,Set FileName,6,,OLD_WATERMARK,1,,Succeeded,6→1,Yes,1,2
PL_Load_SFDC_Order_Lines,Set StagingQuery,12,,CD_IncrementalRecords,2,,Succeeded,12→2,Yes,3,4
PL_Load_SFDC_Order_Lines,Set SourceQuery,11,,CD_IncrementalRecords,2,,Succeeded,11→2,Yes,3,4
PL_Load_SFDC_Order_Lines,CD_IncrementalRecords,2,,ArchiveIncrLoad,3,,Succeeded,2→3,Yes,4,5
PL_Load_SFDC_Order_Lines,ArchiveIncrLoad,3,,Delete File,4,,Succeeded,3→4,Yes,5,6
PL_Load_SFDC_Order_Lines,CD_Synapse_staging,9,,Delete File,4,,Succeeded,9→4,Yes,5,6
PL_Load_SFDC_Order_Lines,Set TableName,5,,Set FileName,6,,Succeeded,5→6,Yes,0,1
PL_Load_SFDC_Order_Lines,Set TableName,5,,Set ArchiveFileName,7,,Succeeded,5→7,Yes,0,1
PL_Load_SFDC_Order_Lines,Set TableName,5,,Set ArchiveFolder,8,,Succeeded,5→8,Yes,0,1
PL_Load_SFDC_Order_Lines,CD_IncrementalRecords,2,,CD_Synapse_staging,9,,Succeeded,2→9,Yes,4,5
PL_Load_SFDC_Order_Lines,CD_Synapse_staging,9,,CD_Synapse_ReportingTable,10,,Succeeded,9→10,Yes,5,6
PL_Load_SFDC_Order_Lines,OLD_WATERMARK,1,,Set SourceQuery,11,,Succeeded,1→11,Yes,2,3
PL_Load_SFDC_Order_Lines,OLD_WATERMARK,1,,Set StagingQuery,12,,Succeeded,1→12,Yes,2,3
PL_Load_SFDC_User,Set ArchiveFolder,8,,OLD_WATERMARK,1,,Succeeded,8→1,Yes,1,2
PL_Load_SFDC_User,Set ArchiveFileName,7,,OLD_WATERMARK,1,,Succeeded,7→1,Yes,1,2
PL_Load_SFDC_User,Set FileName,6,,OLD_WATERMARK,1,,Succeeded,6→1,Yes,1,2
PL_Load_SFDC_User,Set StagingQuery,12,,CD_IncrementalRecords,2,,Succeeded,12→2,Yes,3,4
PL_Load_SFDC_User,Set SourceQuery,11,,CD_IncrementalRecords,2,,Succeeded,11→2,Yes,3,4
PL_Load_SFDC_User,CD_IncrementalRecords,2,,ArchiveIncrLoad,3,,Succeeded,2→3,Yes,4,5
PL_Load_SFDC_User,ArchiveIncrLoad,3,,Delete File,4,,Succeeded,3→4,Yes,5,6
PL_Load_SFDC_User,CD_Synapse_staging,9,,Delete File,4,,Succeeded,9→4,Yes,5,6
PL_Load_SFDC_User,Set TableName,5,,Set FileName,6,,Succeeded,5→6,Yes,0,1
PL_Load_SFDC_User,Set TableName,5,,Set ArchiveFileName,7,,Succeeded,5→7,Yes,0,1
PL_Load_SFDC_User,Set TableName,5,,Set ArchiveFolder,8,,Succeeded,5→8,Yes,0,1
PL_Load_SFDC_User,CD_IncrementalRecords,2,,CD_Synapse_staging,9,,Succeeded,2→9,Yes,4,5
PL_Load_SFDC_User,CD_Synapse_staging,9,,CD_Synapse_ReportingTable,10,,Succeeded,9→10,Yes,5,6
PL_Load_SFDC_User,OLD_WATERMARK,1,,Set SourceQuery,11,,Succeeded,1→11,Yes,2,3
PL_Load_SFDC_User,OLD_WATERMARK,1,,Set StagingQuery,12,,Succeeded,1→12,Yes,2,3
PL_Load_SFDC_UserRole,Set ArchiveFolder,8,,OLD_WATERMARK,1,,Succeeded,8→1,Yes,1,2
PL_Load_SFDC_UserRole,Set ArchiveFileName,7,,OLD_WATERMARK,1,,Succeeded,7→1,Yes,1,2
PL_Load_SFDC_UserRole,Set FileName,6,,OLD_WATERMARK,1,,Succeeded,6→1,Yes,1,2
PL_Load_SFDC_UserRole,Set StagingQuery,12,,CD_IncrementalRecords,2,,Succeeded,12→2,Yes,3,4
PL_Load_SFDC_UserRole,Set SourceQuery,11,,CD_IncrementalRecords,2,,Succeeded,11→2,Yes,3,4
PL_Load_SFDC_UserRole,CD_IncrementalRecords,2,,ArchiveIncrLoad,3,,Succeeded,2→3,Yes,4,5
PL_Load_SFDC_UserRole,ArchiveIncrLoad,3,,Delete File,4,,Succeeded,3→4,Yes,5,6
PL_Load_SFDC_UserRole,CD_Synapse_staging,9,,Delete File,4,,Succeeded,9→4,Yes,5,6
PL_Load_SFDC_UserRole,Set TableName,5,,Set FileName,6,,Succeeded,5→6,Yes,0,1
PL_Load_SFDC_UserRole,Set TableName,5,,Set ArchiveFileName,7,,Succeeded,5→7,Yes,0,1
PL_Load_SFDC_UserRole,Set TableName,5,,Set ArchiveFolder,8,,Succeeded,5→8,Yes,0,1
PL_Load_SFDC_UserRole,CD_IncrementalRecords,2,,CD_Synapse_staging,9,,Succeeded,2→9,Yes,4,5
PL_Load_SFDC_UserRole,CD_Synapse_staging,9,,CD_Synapse_ReportingTable,10,,Succeeded,9→10,Yes,5,6
PL_Load_SFDC_UserRole,OLD_WATERMARK,1,,Set SourceQuery,11,,Succeeded,1→11,Yes,2,3
PL_Load_SFDC_UserRole,OLD_WATERMARK,1,,Set StagingQuery,12,,Succeeded,1→12,Yes,2,3
PL_AmazonFactDetailSalesWeekly,ReloadDates,5,,CD_FromAmazon,1,,Succeeded,5→1,Yes,4,5
PL_AmazonFactDetailSalesWeekly,DeleteDates,6,,CD_DataSynapse,2,,Succeeded,6→2,Yes,4,6
PL_AmazonFactDetailSalesWeekly,CD_FromAmazon,1,,CD_DataSynapse,2,,Succeeded,1→2,Yes,5,6
PL_AmazonFactDetailSalesWeekly,DeletePreviousFiles,8,,CD_UpdateDatesAmazonDL,3,,Succeeded,8→3,Yes,1,2
PL_AmazonFactDetailSalesWeekly,DeletePreviousFiles,8,,CD_UpdateDatesSynapse,4,,Succeeded,8→4,Yes,1,2
PL_AmazonFactDetailSalesWeekly,df_AmazonDates,7,,ReloadDates,5,,Succeeded,7→5,Yes,3,4
PL_AmazonFactDetailSalesWeekly,df_AmazonDates,7,,DeleteDates,6,,Succeeded,7→6,Yes,3,4
PL_AmazonFactDetailSalesWeekly,CD_UpdateDatesAmazonDL,3,,df_AmazonDates,7,,Succeeded,3→7,Yes,2,3
PL_AmazonFactDetailSalesWeekly,CD_UpdateDatesSynapse,4,,df_AmazonDates,7,,Succeeded,4→7,Yes,2,3
PL_AmazonFactDetailSalesWeekly,Set Table,9,,DeletePreviousFiles,8,,Succeeded,9→8,Yes,0,1
PL_AmazonFactDetailSalesDaily,ReloadDates,5,,CD_FromAmazon,1,,Succeeded,5→1,Yes,4,5
PL_AmazonFactDetailSalesDaily,DeleteDates,6,,CD_DataSynapse,2,,Succeeded,6→2,Yes,4,6
PL_AmazonFactDetailSalesDaily,CD_FromAmazon,1,,CD_DataSynapse,2,,Succeeded,1→2,Yes,5,6
PL_AmazonFactDetailSalesDaily,DeletePreviousFiles,8,,CD_UpdateDatesAmazonDL,3,,Succeeded,8→3,Yes,1,2
PL_AmazonFactDetailSalesDaily,DeletePreviousFiles,8,,CD_UpdateDatesSynapse,4,,Succeeded,8→4,Yes,1,2
PL_AmazonFactDetailSalesDaily,df_AmazonDates,7,,ReloadDates,5,,Succeeded,7→5,Yes,3,4
PL_AmazonFactDetailSalesDaily,df_AmazonDates,7,,DeleteDates,6,,Succeeded,7→6,Yes,3,4
PL_AmazonFactDetailSalesDaily,CD_UpdateDatesAmazonDL,3,,df_AmazonDates,7,,Succeeded,3→7,Yes,2,3
PL_AmazonFactDetailSalesDaily,CD_UpdateDatesSynapse,4,,df_AmazonDates,7,,Succeeded,4→7,Yes,2,3
PL_AmazonFactDetailSalesDaily,Set Table,9,,DeletePreviousFiles,8,,Succeeded,9→8,Yes,0,1
pl_NHSC_NHSC_RPT_AMDR_V_MARM,CD_Get_GSC_MARM,1,,CD_MARM_Synapse,2,,Succeeded,1→2,Yes,0,1
pl_NHSC_NHSC_RPT_AMDR_V_MARM,CD_Get_GSC_MARM,1,,CD_MARM_Archive,3,,Succeeded,1→3,Yes,0,1
pl_Ext_OrderTrackingIncLoad,Set MaxTime,4,,CD_IncrementalOrderData,2,,Succeeded,4→2,Yes,1,4
pl_Ext_OrderTrackingIncLoad,Set ArchiveContainer,7,,CD_IncrementalOrderData,2,,Succeeded,7→2,Yes,3,4
pl_Ext_OrderTrackingIncLoad,get_max_order_timestamp,1,,Set MaxTime,4,,Succeeded,1→4,Yes,0,1
pl_Ext_OrderTrackingIncLoad,Set CurrentTimeStamp,3,,Set Container,5,,Succeeded,3→5,Yes,0,1
pl_Ext_OrderTrackingIncLoad,Set Container,5,,Set Path,6,,Succeeded,5→6,Yes,1,2
pl_Ext_OrderTrackingIncLoad,Set Path,6,,Set ArchiveContainer,7,,Succeeded,6→7,Yes,2,3
pl_Ext_OrderTrackingIncLoad,CD_IncrementalOrderData,2,,CD_ArchiveOrderData,8,,Succeeded,2→8,Yes,4,5
pl_Ext_OrderTrackingIncLoad,CD_ArchiveOrderData,8,,df_OrderTracking_IncrementalLoad,9,,Succeeded,8→9,Yes,5,6
pl_Ext_OrderTrackingIncLoad,get_max_delivery_timestamp,10,,Set MaxTime Delivery,11,,Succeeded,10→11,Yes,0,1
pl_Ext_OrderTrackingIncLoad,Set MaxTime Delivery,11,,CD_IncrementalDeliveryData,12,,Succeeded,11→12,Yes,1,4
pl_Ext_OrderTrackingIncLoad,Set ArchiveContainer,7,,CD_IncrementalDeliveryData,12,,Succeeded,7→12,Yes,3,4
pl_Ext_OrderTrackingIncLoad,CD_IncrementalDeliveryData,12,,CD_ArchiveDeliveryData,13,,Succeeded,12→13,Yes,4,5
pl_Ext_OrderTrackingIncLoad,CD_ArchiveDeliveryData,13,,df_OTRDeliveryData,14,,Succeeded,13→14,Yes,5,6
pl_Ext_OrderTrackingIncLoad,get_max_OrderOtherData,15,,Set MaxTime OrderOtherData,16,,Succeeded,15→16,Yes,0,1
pl_Ext_OrderTrackingIncLoad,Set MaxTime OrderOtherData,16,,CD_IncrementalOrderOtherData,17,,Succeeded,16→17,Yes,1,4
pl_Ext_OrderTrackingIncLoad,Set ArchiveContainer,7,,CD_IncrementalOrderOtherData,17,,Succeeded,7→17,Yes,3,4
pl_Ext_OrderTrackingIncLoad,CD_IncrementalOrderOtherData,17,,CD_ArchiveOrderOtherData,18,,Succeeded,17→18,Yes,4,5
pl_Ext_OrderTrackingIncLoad,CD_ArchiveOrderOtherData,18,,df_OTROrderOtherData,19,,Succeeded,18→19,Yes,5,6
pl_Ext_OrderTrackingIncLoad,get_max_OrderExcepData,20,,Set MaxTime OrderExcepData,21,,Succeeded,20→21,Yes,0,1
pl_Ext_OrderTrackingIncLoad,Set MaxTime OrderExcepData,21,,CD_IncrementalOrderExcepData,22,,Succeeded,21→22,Yes,1,4
pl_Ext_OrderTrackingIncLoad,Set ArchiveContainer,7,,CD_IncrementalOrderExcepData,22,,Succeeded,7→22,Yes,3,4
pl_Ext_OrderTrackingIncLoad,CD_ArchiveOrderExcepData,24,,df_OTR_OrderExcepData,23,,Succeeded,24→23,Yes,5,6
pl_Ext_OrderTrackingIncLoad,CD_IncrementalOrderExcepData,22,,CD_ArchiveOrderExcepData,24,,Succeeded,22→24,Yes,4,5
pl_Ext_OrderTrackingIncLoad,df_OrderTracking_IncrementalLoad,9,,RemoveDups,25,,Succeeded,9→25,Yes,6,7
pl_OTR_Master,pl_OrderTrackingIncLoad,1,,pl_Ext_OrderTrackingIncLoad,2,,Succeeded,1→2,Yes,0,1
pl_NHSC_NHSC_RPT_AMDR_V_MARA,CD_Get_GSC_MARA,1,,CD_MARA_Synapse,2,,Succeeded,1→2,Yes,0,1
pl_NHSC_NHSC_RPT_AMDR_V_MARA,CD_Get_GSC_MARA,1,,CD_MARA_Archive,3,,Succeeded,1→3,Yes,0,1
PL_TBCO_PURITAN_AFRAME_DATA,Copy TBCO data to ADLS,2,,Execute Pipeline ADLS to Azure Synapse,1,,Succeeded,2→1,Yes,0,1
PL_Weekly_Intergrated_Orders,CD_Weekly_IntergratedOrders,2,,CD_csv_version NOT USED,1,,Skipped,2→1,Yes,2,3
PL_Weekly_Intergrated_Orders,WeekNumber,4,,CD_Weekly_IntergratedOrders,2,,Succeeded,4→2,Yes,1,2
PL_Weekly_Intergrated_Orders,Lookup1,3,,WeekNumber,4,,Succeeded,3→4,Yes,0,1
PL_GOL_Files,Get Files,1,,For Each File,2,,Succeeded,1→2,Yes,0,1
PL_GOL_Files,Set Archive Folder,4,,For Each File,2,,Succeeded,4→2,Yes,0,1
pl_Rac_Codes,Set FileName_HUHDR,8,,CD_HUHDR,1,,Succeeded,8→1,Yes,6,7
pl_Rac_Codes,Set CurrentTimeStamp,2,,Set Container,3,,Succeeded,2→3,Yes,0,1
pl_Rac_Codes,Set Container,3,,Set Path,4,,Succeeded,3→4,Yes,1,2
pl_Rac_Codes,Set Path,4,,Set ArchiveContainer,5,,Succeeded,4→5,Yes,2,3
pl_Rac_Codes,Set ArchiveContainer,5,,Get_Last_Update_HUHDR,6,,Succeeded,5→6,Yes,3,4
pl_Rac_Codes,Get_Last_Update_HUHDR,6,,Set_Last_Update_HUHDR,7,,Succeeded,6→7,Yes,4,5
pl_Rac_Codes,Set_Last_Update_HUHDR,7,,Set FileName_HUHDR,8,,Succeeded,7→8,Yes,5,6
pl_Rac_Codes,Set FileName_RACHIS,12,,CD_RACHIS,9,,Succeeded,12→9,Yes,6,7
pl_Rac_Codes,Set FileName_RACADT,13,,CD_RACADT,10,,Succeeded,13→10,Yes,6,7
pl_Rac_Codes,Set FileName_RACPRT,14,,CD_RACPRT,11,,Succeeded,14→11,Yes,6,7
pl_Rac_Codes,Set_Last_Update_RACHIS,16,,Set FileName_RACHIS,12,,Succeeded,16→12,Yes,5,6
pl_Rac_Codes,Set_Last_Update_RACADT,27,,Set FileName_RACADT,13,,Succeeded,27→13,Yes,5,6
pl_Rac_Codes,Set_Last_Update_RACPRT,28,,Set FileName_RACPRT,14,,Succeeded,28→14,Yes,5,6
pl_Rac_Codes,Set ArchiveContainer,5,,Get_Last_Update_RACHIS,15,,Succeeded,5→15,Yes,3,4
pl_Rac_Codes,Get_Last_Update_RACHIS,15,,Set_Last_Update_RACHIS,16,,Succeeded,15→16,Yes,4,5
pl_Rac_Codes,CD_HUHDR,1,,CD_Archive_HUHDR,17,,Succeeded,1→17,Yes,7,8
pl_Rac_Codes,CD_Archive_HUHDR,17,,DF_HUHDR,18,,Succeeded,17→18,Yes,8,9
pl_Rac_Codes,CD_RACHIS,9,,CD_Archive_RACHIS,19,,Succeeded,9→19,Yes,7,8
pl_Rac_Codes,CD_RACADT,10,,CD_Archive_RACADT,20,,Succeeded,10→20,Yes,7,8
pl_Rac_Codes,CD_RACPRT,11,,CD_Archive_RACPRT,21,,Succeeded,11→21,Yes,7,8
pl_Rac_Codes,CD_Archive_RACADT,20,,DF_RACADT,22,,Succeeded,20→22,Yes,8,9
pl_Rac_Codes,CD_Archive_RACHIS,19,,DF_RACHIS,23,,Succeeded,19→23,Yes,8,9
pl_Rac_Codes,CD_Archive_RACPRT,21,,DF_RACTPRT,24,,Succeeded,21→24,Yes,8,9
pl_Rac_Codes,Set ArchiveContainer,5,,Get_Last_Update_RACADT,25,,Succeeded,5→25,Yes,3,4
pl_Rac_Codes,Set ArchiveContainer,5,,Get_Last_Update_RACPRT,26,,Succeeded,5→26,Yes,3,4
pl_Rac_Codes,Get_Last_Update_RACADT,25,,Set_Last_Update_RACADT,27,,Succeeded,25→27,Yes,4,5
pl_Rac_Codes,Get_Last_Update_RACPRT,26,,Set_Last_Update_RACPRT,28,,Succeeded,26→28,Yes,4,5
pl_Rac_Codes,Set ArchiveContainer,5,,Get_Last_Update_RACBLP,29,,Succeeded,5→29,Yes,3,4
pl_Rac_Codes,Set ArchiveContainer,5,,Get_Last_Update_RACSCT,30,,Succeeded,5→30,Yes,3,4
pl_Rac_Codes,Get_Last_Update_RACBLP,29,,Set_Last_Update_RACBLP,31,,Succeeded,29→31,Yes,4,5
pl_Rac_Codes,Get_Last_Update_RACSCT,30,,Set_Last_Update_RACSRC,32,,Succeeded,30→32,Yes,4,5
pl_Rac_Codes,Set_Last_Update_RACSRC,32,,Set FileName_RACSCT,33,,Succeeded,32→33,Yes,5,6
pl_Rac_Codes,Set_Last_Update_RACBLP,31,,Set FileName_RACBLP,34,,Succeeded,31→34,Yes,5,6
pl_Rac_Codes,Set FileName_RACBLP,34,,CD_RACBLP,35,,Succeeded,34→35,Yes,6,7
pl_Rac_Codes,Set FileName_RACSCT,33,,CD_RACSCT,36,,Succeeded,33→36,Yes,6,7
pl_Rac_Codes,CD_RACSCT,36,,CD_Archive_RACSCT,37,,Succeeded,36→37,Yes,7,8
pl_Rac_Codes,CD_RACBLP,35,,CD_Archive_RACBLP,38,,Succeeded,35→38,Yes,7,8
pl_Rac_Codes,CD_Archive_RACBLP,38,,DF_RACBLP,39,,Succeeded,38→39,Yes,8,9
pl_Rac_Codes,CD_Archive_RACSCT,37,,DF_RACSCT,40,,Succeeded,37→40,Yes,8,9
Not_PL_Amazon_factForecast,DeletePreviousFiles,3,,CD_FromAmazon,1,,Succeeded,3→1,Yes,1,2
Not_PL_Amazon_factForecast,CD_FromAmazon,1,,CD_DataSynapse,2,,Succeeded,1→2,Yes,2,3
Not_PL_Amazon_factForecast,Set Table,4,,DeletePreviousFiles,3,,Succeeded,4→3,Yes,0,1
PL_Amazon_factSearch,DeletePreviousFiles,3,,CD_FromAmazon,1,,Succeeded,3→1,Yes,1,2
PL_Amazon_factSearch,CD_FromAmazon,1,,CD_DataSynapse,2,,Succeeded,1→2,Yes,2,3
PL_Amazon_factSearch,Set Table,4,,DeletePreviousFiles,3,,Succeeded,4→3,Yes,0,1
PL_Amazon_factFinancialScorecardShortages,DeletePreviousFiles,3,,CD_FromAmazon,1,,Succeeded,3→1,Yes,1,2
PL_Amazon_factFinancialScorecardShortages,CD_FromAmazon,1,,CD_DataSynapse,2,,Succeeded,1→2,Yes,2,3
PL_Amazon_factFinancialScorecardShortages,Set Table,4,,DeletePreviousFiles,3,,Succeeded,4→3,Yes,0,1
PL_Amazon_factInvoices,DeletePreviousFiles,3,,CD_FromAmazon,1,,Succeeded,3→1,Yes,1,2
PL_Amazon_factInvoices,CD_FromAmazon,1,,CD_DataSynapse,2,,Succeeded,1→2,Yes,2,3
PL_Amazon_factInvoices,Set Table,4,,DeletePreviousFiles,3,,Succeeded,4→3,Yes,0,1
PL_Amazon_factPayments,DeletePreviousFiles,3,,CD_FromAmazon,1,,Succeeded,3→1,Yes,1,2
PL_Amazon_factPayments,CD_FromAmazon,1,,CD_DataSynapse,2,,Succeeded,1→2,Yes,2,3
PL_Amazon_factPayments,Set Table,4,,DeletePreviousFiles,3,,Succeeded,4→3,Yes,0,1
PL_Amazon_factFinancialScorecardPriceVariance,DeletePreviousFiles,3,,CD_FromAmazon,1,,Succeeded,3→1,Yes,1,2
PL_Amazon_factFinancialScorecardPriceVariance,CD_FromAmazon,1,,CD_DataSynapse,2,,Succeeded,1→2,Yes,2,3
PL_Amazon_factFinancialScorecardPriceVariance,Set Table,4,,DeletePreviousFiles,3,,Succeeded,4→3,Yes,0,1
PL_Amazon_dimProductCatalog,DeletePreviousFiles,3,,CD_FromAmazon,1,,Succeeded,3→1,Yes,1,2
PL_Amazon_dimProductCatalog,CD_FromAmazon,1,,CD_DataSynapse,2,,Succeeded,1→2,Yes,2,3
PL_Amazon_dimProductCatalog,Set Table,4,,DeletePreviousFiles,3,,Succeeded,4→3,Yes,0,1
PL_AmazonfactSalesDetailsMonthly,Set ReloadDates,10,,CD_FromAmazon,1,,Succeeded,10→1,Yes,5,6
PL_AmazonfactSalesDetailsMonthly,CD_FromAmazon,1,,CD_DataSynapse,2,,Succeeded,1→2,Yes,6,7
PL_AmazonfactSalesDetailsMonthly,Set DeleteDates,11,,CD_DataSynapse,2,,Succeeded,11→2,Yes,5,7
PL_AmazonfactSalesDetailsMonthly,DeletePreviousFiles,8,,CD_UpdateDatesAmazonDL,3,,Succeeded,8→3,Yes,1,2
PL_AmazonfactSalesDetailsMonthly,DeletePreviousFiles,8,,CD_UpdateDatesSynapse,4,,Succeeded,8→4,Yes,1,2
PL_AmazonfactSalesDetailsMonthly,df_AmazonDates,7,,ReloadDates,5,,Succeeded,7→5,Yes,3,4
PL_AmazonfactSalesDetailsMonthly,df_AmazonDates,7,,DeleteDates,6,,Succeeded,7→6,Yes,3,4
PL_AmazonfactSalesDetailsMonthly,CD_UpdateDatesAmazonDL,3,,df_AmazonDates,7,,Succeeded,3→7,Yes,2,3
PL_AmazonfactSalesDetailsMonthly,CD_UpdateDatesSynapse,4,,df_AmazonDates,7,,Succeeded,4→7,Yes,2,3
PL_AmazonfactSalesDetailsMonthly,Set Table,9,,DeletePreviousFiles,8,,Succeeded,9→8,Yes,0,1
PL_AmazonfactSalesDetailsMonthly,ReloadDates,5,,Set ReloadDates,10,,Succeeded,5→10,Yes,4,5
PL_AmazonfactSalesDetailsMonthly,DeleteDates,6,,Set DeleteDates,11,,Succeeded,6→11,Yes,4,5
PL_AmazonfactPurchaseBehaviorMonthly,ReloadDates,5,,CD_FromAmazon,1,,Succeeded,5→1,Yes,4,5
PL_AmazonfactPurchaseBehaviorMonthly,DeleteDates,6,,CD_DataSynapse,2,,Succeeded,6→2,Yes,4,6
PL_AmazonfactPurchaseBehaviorMonthly,CD_FromAmazon,1,,CD_DataSynapse,2,,Succeeded,1→2,Yes,5,6
PL_AmazonfactPurchaseBehaviorMonthly,DeletePreviousFiles,8,,CD_UpdateDatesAmazonDL,3,,Succeeded,8→3,Yes,1,2
PL_AmazonfactPurchaseBehaviorMonthly,DeletePreviousFiles,8,,CD_UpdateDatesSynapse,4,,Succeeded,8→4,Yes,1,2
PL_AmazonfactPurchaseBehaviorMonthly,df_AmazonDates,7,,ReloadDates,5,,Succeeded,7→5,Yes,3,4
PL_AmazonfactPurchaseBehaviorMonthly,df_AmazonDates,7,,DeleteDates,6,,Succeeded,7→6,Yes,3,4
PL_AmazonfactPurchaseBehaviorMonthly,CD_UpdateDatesAmazonDL,3,,df_AmazonDates,7,,Succeeded,3→7,Yes,2,3
PL_AmazonfactPurchaseBehaviorMonthly,CD_UpdateDatesSynapse,4,,df_AmazonDates,7,,Succeeded,4→7,Yes,2,3
PL_AmazonfactPurchaseBehaviorMonthly,Set Table,9,,DeletePreviousFiles,8,,Succeeded,9→8,Yes,0,1
PL_AmazonfactPurchaseOrdersDaily,ReloadDates,5,,CD_FromAmazon,1,,Succeeded,5→1,Yes,4,5
PL_AmazonfactPurchaseOrdersDaily,DeleteDates,6,,CD_DataSynapse,2,,Succeeded,6→2,Yes,4,6
PL_AmazonfactPurchaseOrdersDaily,CD_FromAmazon,1,,CD_DataSynapse,2,,Succeeded,1→2,Yes,5,6
